,Date,Rating,Review,Sentiment,Count,Temp,NBC_sentiment
69,2018-07-09,5.0,Great place to enjoy great company with excellent food. Really enjoyed the art the chef prepared.,0.7,16,13.729166666666666,13.932367752470128
70,2018-07-07,5.0,"This was one of my favorite tasting menu experiences. It was fancy but still managed to feel upbeat and relaxed. Everything we had was delicious and unique. The staff was fun and the presentation of everything was incredible. Not to mention we were sent away with a tin that we ate out of earlier full of our menu, and a big jar of granola for breakfast! My absolute favorites of the night were the egg salad asparagus and snow pea fish egg starters, the bread (tasted like a croissant!), the incredible caviar course with a savory cheesecake and everything bagel crust, my amazing spring salad, the lobster, the table grilled snails with morels, and my mom's chocolate dessert! At the end of our meal we also received a chocolate pretzel and a small glass of apple cider that was the perfect thing to end on! Loved this place. Super duper satisfied and had a lot of fun :)",0.4671296296296296,158,8.466666666666667,65.53207217943964
71,2018-07-07,5.0,Not much else to add beyond the glowing reviews already written here. I appreciate the tone of the presentation. There is a wink to a couple of the courses that help breathe fresh air to the experience.,0.09999999999999999,37,8.466666666666667,3.516485404906689
72,2018-07-06,5.0,"Great place to splurge or celebrate a special occasion. Or go for a regular dinner if you are baller like that. Ranked #1 restaurant in 2017 worldwide and #4 restaurant in 2018, it definitely shows in your experience there. The 3 Michelin stars don't hurt either. // LOCATION // across from Madison Square Park (not garden!)// SERVICE // impeccable, while casual and not pretentious. You never feel like it's a stuffy environment which we loved. // FOOD // 10 courses focused on seasonal offerings and smattered with fun surprises along the way. We had the spring menu and we loved some of the Asian influences including the use of black sesame and ginger.",0.25753968253968257,110,21.191304347826087,27.370329735965583
73,2018-07-06,2.0,"I've been to a lot of fine dining restaurants and this is probably the worst fine dining experience I've ever had. The food was very mediocre and the service was even worse. The servers were pretty cold. Especially we went to Per Se the day before, and the service we received was just more than perfect. People there were very warm and genuine. However we didn't feel that way at eleven Madison. It feels like the servers didn't even want to talk to us at all. And after the dinner, we had really bad stomachache. This never happened to us with any other fine dining restaurants. The restaurant is overrated and doesn't deserve what we paid. I'm very disappointed",-0.016875,125,21.191304347826087,-9.222926997437071
74,2018-07-02,4.0,"We came here for dinner this past weekend. It has been a few years since we've been here but remembered how creative in taste and presentation it was, so was really excited. They also reno the restaurant last summer so curious how it looked.  The restaurant appearance seems a bit more simplistic than before but when you have super high ceilings, column-free, and large windows like that I guess not much needs to be done.  The service was near impeccable. A couple of times when we returned to the table there should have been someone to pull the table out to let my partner back into the seat.  The food, which included lobster,lamb and duck, was very good but fell short of expectations. Nothing really blew us away - taste or presentation. And if you don't eat any bread, which is excellent, one might not feel very full.  FYI - they no longer have the Gruyere Gougeres (we call it cheese puffs) so that was disappointing.  We ordered 3 wines by the glass that went well with the meal so likely a better option than the $175 wine pairing for many wines you might not be familiar with or varietals and blends you dont care for.  We went to Jean George last year and to us that was more of a Michelin 3-star worthy/top rated restaurant in the world experience.  We also went to Le Cinq (also top Michelin rated) in Paris last year and that was a superior gastro experience to Eleven Madison and worthy of the price and accolades, so make sure you reserve early if you plan on going there.  We'll go back to Le Cinq and Jean George. Eleven Madison, maybe we'll go back again in a few years.",0.2098875661375661,299,21.183333333333334,25.162588499907542
75,2018-07-01,5.0,Definitely deserving of all three stars. Staff are extremely attentive to the point where one could be concerned (as if they hired mentalists). Definitely will make Eleven a regular stop every time I'm in NYC.,0.25,36,20.358333333333334,10.276593726503677
76,2018-07-01,5.0,Excellent food and service without a strict dress code. Couldn't ask for more.,0.75,14,20.358333333333334,4.4799598498359785
77,2018-06-29,5.0,"I have been fortunate enough to dine at Eleven Madison Park two times, both enjoying the wine and dinner pairing. I must say that this is one of the finest resteraunt a I have encountered, and I am an avid traveler. They truly live up to the hype and the service is far superior to any resteraunt I have seen. We counted nearly 50 different employees attending to our every need. The water ninjas as I like to call them are literally magical! I must have drank four glasses but the water but never saw my glass being filled! I you are lucky enough to go it is worth it on every level!",0.3015151515151515,113,16.625,10.012470671116489
78,2018-06-28,5.0,"Ethereal.  Have the good fortune to have been to many of the best restaurants around the globe, specifically NYC.  I can say without reservation EMP is top 10.  This restaurant gets as close to perfection as one can expect - at the cost you would have the highest expectations, EMP exceeds.  Service is attentive, not imposing, food is creative, seasonal and simply delicious.  Each dish leaves you wanting the next.Will not disappoint, this is a must.Abbreviated explanation - go for the experience in its entirety, return for the granola.  If there were a food equivalent of the most addicting drug equivalent food, their take home granola is crack reincarnate",0.6375,109,21.62037037037037,16.704040344960276
79,2018-06-28,5.0,Beautiful place. Great food. The staff is amazing. Thanks Diego.  I appreciate your hospitality!!!!,0.6845703125,14,21.62037037037037,12.958186838018094
80,2018-06-27,5.0,"This place has amazing service and food that accentuates all flavors and taste buds! The wine list was fantastic! I would suggest the duck as well! Overall, it deserves its spot on the top 50 restaurants in the world. I have been following this list for years and would say at number one, I have yet gone to a restaurant that's beat it!",0.375,64,15.875,21.660244961129592
81,2018-06-26,5.0,"My wife and I had the Dining Room Tasting Menu + wine pairing in January 2018.  Hands down one of the top restaurants on our list.  You know it's good when you wake up dreaming about what you ate the night before.  Awesome service, each course was memorable, wine pairings bucked the stereotypical pairings from average somms, more generous wine pours than other high end restaurants, and there's enough spacing between tables such that the conversations from neighbors was not that noticeable.  I only wish the restaurant was a bit more intimate and not so cavernous.  --  Slowly chasing the #Worlds50BestRestaurants...",0.17684027777777778,101,12.795833333333334,12.541904415942213
82,2018-06-24,5.0,"So hard to get into, but so worth the drama and the wait. After contacting the restaurant for their next round of reservations, I was clicking on the computer seconds before the clock struck to ensure I got a reservation and obviously.....GOOOAAALLLL! (You have to be a soccer fan to understand the point I am making).For those of you who cannot get a reservation, they do have a bar area that looked really live and for the most part, you do have the same menu,  just not as many dishes due to the lack of space. Some dishes come with quite the presentation which you should expect. I scored a tour of the kitchen and I was so appreciative as the experience never gets old. They had row upon row of ducks hanging and it reminded me of an image you might see in a cartoon except this image was very real and I knew within a short period of time, I would be dining on one of those ducks. The entire staff that I came into contact with were very professional and courteous. Rene was my server and she was wonderful. They definitely know how to take care of their guests which was shocking to discover that they do not accept gratuity! I have dined all over the world as some of the most exquisite restaurants and this is the first time that I have encountered one of this quality where gratuity was not necessary. The food was exquisite and while there is no need to go into detail about every dish as the menu changes seasonally, the lavender crusted duck was magnificent. The flavors....wow.So, Eleven stares the #1 spot with French Laundry, except the biggest difference is at FL, they gave me so many desserts, I felt like I was Marie Antoinette and I was in heaven as dessert is so my thing. Eleven is way more conservative on this point. I had a choice of 1 dessert, I also got their infamous delish chocolate covered pretzel with a shot of apple brandy and to go, I was presented with their granola with blueberries which I savored over the course of 2 days. Um, can I buy this granola on a regular basis? It's that damn good!Eleven is such a treat and I hope to be able to make it a yearly tradition to dine here.",0.2253030303030303,404,18.736363636363635,45.75225864415006
83,2018-06-24,3.0,"Every dish was too salty for me, even the ice cream.  The hosts were very friendly, but they walked around too often to check if you need anything- which made me feel a little uncomfortable.",-0.06666666666666665,35,18.736363636363635,7.9726779546335536
84,2018-06-24,5.0,In one word. Perfection. I was surprised with a lunch for my 30th birthday so I wasn't exactly dressed to impress and the weather was crappy. The hostess that greeted us at the door could see I was a little uneasy and assured me they did not have a dress code not to fret.The atmosphere is like entering into another world and you get a glimpse of the chefs mind through their food and creative interpretations.The staff and service was flawless from beginning to end. If you ever get the opportunity to try this place treat yo'self and do so!!!,0.3325,104,18.736363636363635,7.987458381563442
85,2018-06-22,4.0,"This place has plenty of people who work here. Nice people who smile but at points can look really stressed or body guard like. But our servers were nice, the previous comment was my observations of other servers running around. Pour water nicely and place silverware and plating symmetrically. Ask any of the servers a question about the food and they'll know where it's from.The 5 course:1.Caviar, ham, green jello, Benedict sauce, egg yolk, and homemade English muffin.2. House break, tasted like croissants and the butter had cheese crumbles, that was yum.3. Salad, I had ceviche, bf and his dad had the liver. We all tasted each other's, and I liked the salad the most, then ceviche, then liver. Kris (bf) said the strawberry is too strong in the liver. 4. Lobster claw. Very delicious!5. Main dish: 2 dishes lamb and the other 2 duck breast. I love the lamb, had two different parts: one fatty and the other shredded. The duck breast was super delicious as well.6. Ended with dessert: chocolate, strawberry, and cheese (goat). All separate dishes, my fav was the strawberry. We didn't understand why it took roughly 15 minutes longer or shorter between dishes. Maybe space for talking? How cool would it be if there was an option to choose how fast you want the food to come out after each or when ready",0.216025641025641,239,15.64193548387097,32.588506509899844
86,2018-06-20,5.0,"Wow wow wow, what a place. The food is out of this world it may be the best restaurant in the city. The experience is out of this world. I can't wait to go back.. the service is a 10 also.",0.26,42,14.55,13.215152465324906
87,2018-06-18,2.0,"Finally we have decided to try out this claimed world number one restaurant! We had very high expectation for EMP! But the experience is disappointing, I hate to say that. Compared to other Michelin restaurants we had before, this one definitely is not worth the price, $400 pp without wine pairing. After left the restaurant, I barely remember any dishes we had without looking at the photo we took. And we had four dishes of daikon. They mentioned that the theme of tonight is spring, so spring equals daikon? Unfortunately, I won't come back and recommend my friends to spend time and money on it.",-0.1865,106,20.503703703703703,-1.483120747944895
88,2018-06-15,5.0,"The spring/summer menu heavily features seasonal greens such as asparagus and pea. All the dishes are wonderfully arranged and presented. My favorite are the foie gras and the duck. The peppercorn & cumin seasoning for the latter is simply amazing! I casually brought up that I like mint chocolate flavor during the dessert course, and was surprised with a mint hot chocolate soon after. That was such a sweet gesture! The decor is lovely as well, and most certainly rounds out our nice experience.",0.2767857142857143,84,10.5375,34.41614355568436
